account_id,customer_id,account_type,account_number,opening_date,balance
879,167,Checking,GB91MRYV98338463417351,2020-03-02,17516
880,792,Checking,GB19BDVI31805796704050,2021-06-05,92569
881,380,Savings,GB64GUXC95724971471830,2020-03-02,90771
882,834,Savings,GB79KRHX88385929543885,2020-02-13,52068
883,175,Checking,GB87YRYM21020134364715,2022-03-01,39490
884,436,Credit Card,GB32CHUG52960582819898,2023-10-15,5223
885,47,Savings,GB51JWWV53336842397056,2023-05-03,99363
886,689,Credit Card,GB47SQOI54933871023494,2019-10-31,16111
887,266,Savings,GB96QWME27812021335572,2022-03-12,15025
888,170,Checking,GB95TMNY34586757070498,2020-01-15,79915
889,457,Credit Card,GB20KBVC70666765314537,2022-04-11,61376
890,153,Checking,GB58FEFM86435704028913,2020-09-23,97084
891,38,Savings,GB60SFVE33208938679669,2022-07-03,56748
892,617,Credit Card,GB80TDHK78468065880431,2022-06-25,33133
893,361,Checking,GB54NDWK20476699978631,2023-02-26,6308
894,564,Credit Card,GB27UNUK76801507878867,2022-03-10,38486
895,418,Savings,GB21JAIQ87348709367056,2019-11-23,36647
896,974,Checking,GB76PKBP78545272302488,2022-01-13,52332
897,584,Savings,GB22TFME93705161110783,2021-09-11,78093
898,716,Savings,GB27FLMC20324904374095,2020-09-25,91843
899,771,Credit Card,GB47HFLJ34635510469693,2023-11-30,38779
900,769,Credit Card,GB60ZQPV87806092395093,2022-03-21,37123
901,66,Checking,GB07NDDV32127741162600,2020-09-14,41335
902,994,Credit Card,GB33CKGF52037623997570,2023-04-13,88930
903,938,Savings,GB50XLCC11533095421542,2019-12-13,48933
904,684,Savings,GB79WRBI98776773291803,2020-11-11,61781
905,640,Credit Card,GB79GIWI87780717522637,2022-03-11,98962
906,522,Credit Card,GB86ZSRQ75978440664639,2021-07-26,17949
907,738,Savings,GB59SHOR02555567018356,2020-08-31,27991
908,647,Checking,GB07DJAA27605841817991,2024-02-25,84816
909,86,Savings,GB49SSXA96048625593024,2021-12-22,74757
910,291,Credit Card,GB94MRHH52306932382076,2022-07-04,85871
911,559,Savings,GB13DKFZ76319429362361,2022-04-22,53575
912,158,Credit Card,GB88MWBY65929374925404,2024-06-23,34088
913,577,Credit Card,GB46LZQN56787467785311,2022-01-19,73585
914,754,Credit Card,GB54ZECI65660268197704,2023-10-21,87506
915,288,Checking,GB82YBRH81300208960891,2020-11-06,35242
916,873,Checking,GB67AOYA35325024925334,2021-08-08,47112
917,100,Checking,GB39WFBH18235467593087,2021-04-06,39773
918,432,Credit Card,GB24MFMQ42972737199607,2024-08-22,3777
919,758,Checking,GB30BPYS83076234511381,2023-08-03,4806
920,375,Savings,GB48WUFN77099948885649,2021-06-04,91924
921,115,Credit Card,GB38KWAA91148348104020,2021-11-22,98374
922,649,Savings,GB06NXCF48088632323133,2021-08-31,34689
923,235,Credit Card,GB71CMFT88351579509634,2023-09-03,54528
924,159,Savings,GB76CEDL32508449150645,2021-06-20,13652
925,791,Savings,GB26VSPT23788664923419,2022-05-05,22521
926,99,Checking,GB94YYFX57039783853551,2022-10-15,6778
927,16,Savings,GB68DHRI30599512320421,2022-09-08,80717
928,204,Savings,GB36EDVC99443313966449,2020-09-17,82007
929,535,Credit Card,GB17AWZU93519195779822,2020-03-08,47903
930,239,Checking,GB47HMOR78119000811660,2020-05-27,95344
931,563,Checking,GB26LIKZ63250598028298,2022-08-29,92726
932,882,Savings,GB62BDJJ39805872590741,2021-09-21,34396
933,495,Savings,GB47SPAO70720098881184,2021-10-22,41986
934,194,Credit Card,GB86JGPA26786562669845,2024-04-25,25822
935,244,Credit Card,GB09IYIA63326162724311,2020-06-17,76871
936,175,Savings,GB70POSR02999457084144,2021-04-28,71008
937,866,Checking,GB02SFBP31448535872856,2022-07-26,77094
938,684,Credit Card,GB72MJUX24671235511656,2022-10-26,1155
939,224,Savings,GB67ONEL65694484950778,2022-06-03,21654
940,198,Credit Card,GB29HCUG32763930614052,2019-10-18,15779
941,129,Credit Card,GB42TMMM68122508337680,2021-03-14,26326
942,615,Savings,GB02NTJP97406790910543,2020-05-26,27250
943,659,Credit Card,GB08BTQG14121626048959,2021-03-02,21445
944,138,Checking,GB04WAAE09213603712092,2020-03-22,74817
945,518,Checking,GB96SPVT30323645156523,2024-08-26,58819
946,0,Savings,GB68CEVY21107495579705,2023-03-12,84404
947,455,Checking,GB92IMCO90360218672937,2021-09-04,69922
948,729,Credit Card,GB38CFDC76578565717178,2020-03-08,55716
949,441,Checking,GB27HFJB49221544504834,2024-07-29,22465
950,706,Savings,GB25LAWM29097544332019,2022-04-30,42515
951,66,Credit Card,GB17QLDC72090872609364,2022-03-04,74660
952,437,Checking,GB06PITJ39999343709287,2024-08-04,91381
953,19,Savings,GB09YRVR86282408186046,2023-06-15,54319
954,714,Credit Card,GB12AWZQ10681380711206,2024-04-03,69509
955,356,Checking,GB90BUAM67760918660761,2023-07-12,57012
956,761,Savings,GB40ZJYH06905132863210,2021-02-06,48447
957,49,Checking,GB54YQYK12648683614280,2024-03-26,27005
958,716,Savings,GB74GUSE93281575623614,2023-05-25,39438
959,963,Credit Card,GB71QXMH60992888092553,2021-08-06,46982
960,127,Credit Card,GB18GZHM36377092950857,2022-08-25,34355
961,646,Checking,GB76IFMN47744180323125,2021-01-10,72261
962,719,Credit Card,GB27MGXO17263913664722,2024-04-27,53080
963,184,Savings,GB02MBHJ50011670307679,2023-09-25,50312
964,790,Credit Card,GB48WEWY48833345801193,2019-12-07,36370
965,233,Credit Card,GB87DGJE41389486244069,2022-09-03,87514
966,10,Credit Card,GB33XNUH60172921728396,2022-07-08,94670
967,208,Checking,GB98HNRT87109556282885,2020-11-09,93221
968,472,Savings,GB84TNSO03098891403220,2023-08-27,7993
969,920,Credit Card,GB09BRHO60466020478191,2021-10-27,11787
970,366,Savings,GB09NAXC63236467088595,2023-06-07,5224
971,153,Savings,GB70SCBD59213856630092,2023-04-11,36598
972,190,Checking,GB14ZYSQ69427534700459,2023-01-08,68735
973,942,Credit Card,GB19IUMD82153210746825,2024-07-07,31339
974,822,Savings,GB23KRZI65018004459888,2024-03-12,3313
975,18,Savings,GB32EAHL32048620913105,2023-12-08,1985
976,316,Savings,GB92RQAH85016711842259,2022-06-25,19093
977,673,Checking,GB33NYNI02802638731520,2021-06-30,43619
978,442,Checking,GB22YRMX33409063026374,2023-05-21,10536
979,665,Savings,GB75PTUS45694837374235,2022-02-22,97804
980,182,Savings,GB86ESBQ85768799084148,2024-03-20,3306
981,630,Checking,GB13EGDZ53944043234944,2022-11-25,9280
982,575,Checking,GB80QTKL12537898001522,2021-12-09,62675
983,831,Credit Card,GB04YXEE47046392876072,2023-04-28,13346
984,148,Checking,GB83RGVH41745446309956,2023-02-22,93177
985,371,Credit Card,GB68FGAZ06993184367811,2019-11-19,48536
986,676,Checking,GB16IRJG38142985369728,2023-09-16,87100
987,509,Credit Card,GB50BKZY22117572019683,2022-08-24,49758
988,257,Credit Card,GB42DCGV98226404522578,2022-05-09,10614
989,357,Savings,GB36ZFUN48384672124977,2020-04-27,17666
990,778,Savings,GB10BXNF49769167749688,2022-10-03,80057
991,807,Credit Card,GB52KYTS88655066688049,2021-01-05,46497
992,968,Savings,GB15QOOT66395995641204,2024-09-08,45096
993,135,Savings,GB82TZRI49375082241585,2023-04-27,2577
994,378,Credit Card,GB02QLEC22771698445885,2022-06-10,65054
995,313,Checking,GB22ELYE43165111654670,2024-08-27,10762
996,937,Savings,GB61TDKI20582587784531,2023-05-06,91335
997,903,Checking,GB51EHMD34930096488429,2020-01-20,69612
998,961,Savings,GB12VOFS68891169003150,2020-09-21,78353
999,191,Savings,GB73VOFT82116475953400,2021-09-30,21146
1000,427,Savings,GB12KTWT28673992072236,2022-06-27,3252
1001,432,Savings,GB59IUHD92493783222147,2021-11-02,42800
1002,207,Savings,GB12NLPN56913253559562,2023-09-18,93237
1003,910,Savings,GB36PIRG55314482405436,2022-02-03,85945
1004,157,Checking,GB50DZHK14293587909672,2024-08-20,77718
1005,830,Credit Card,GB91PFVB57248212914878,2024-07-31,42523
1006,865,Savings,GB74DUKG33614214240073,2021-08-02,6853
1007,631,Credit Card,GB56YEHZ64435616362353,2021-01-04,18841
1008,562,Credit Card,GB77CDDJ75511226329191,2021-11-04,51090
1009,270,Savings,GB16QYQZ33714617356460,2020-06-05,13834
1010,812,Credit Card,GB37NVQU53270641191316,2022-02-23,10878
1011,29,Checking,GB90PJGZ43837894593800,2021-10-25,44282
1012,22,Credit Card,GB85PEDE23637206658579,2024-08-21,78573
1013,498,Checking,GB56JCAU68793662676243,2024-09-05,63892
1014,880,Checking,GB47YEVC67109385313786,2023-10-25,16225
1015,576,Savings,GB12IFFP20407933258882,2024-08-05,14326
1016,1,Checking,GB60HIKG72492996826980,2024-05-15,32085
1017,511,Savings,GB11SQKG82005235751305,2024-08-20,79936
1018,900,Savings,GB42IHEQ63379150513632,2022-08-02,78616
1019,231,Credit Card,GB63DNHA56432309260167,2020-08-12,33054
1020,506,Checking,GB71VBSG14737421306944,2023-10-27,56415
1021,877,Credit Card,GB96YDWL65503435808610,2024-02-11,43271
1022,713,Checking,GB91URGW64879199579663,2023-09-20,43963
1023,937,Savings,GB04PEOU28547064754391,2020-02-11,54371
1024,241,Checking,GB10FMJY85399984149935,2021-12-19,69932
1025,705,Checking,GB06EICZ08145079457398,2024-05-16,33315
1026,775,Checking,GB37BVCN48917204265835,2020-09-14,27120
1027,649,Checking,GB56CIBZ67361147545262,2021-04-17,52293
1028,493,Savings,GB46OAHB21305413803257,2023-04-24,2382
1029,927,Checking,GB51PHUG25451780528307,2020-01-11,67075
1030,931,Credit Card,GB61ESGM11359454765589,2021-01-02,80318
1031,748,Checking,GB86OLRU63496050471338,2021-02-06,66256
1032,881,Credit Card,GB46TOGB28330230612031,2020-04-03,19494
1033,308,Savings,GB86FZQL41788960180452,2020-09-14,44153
1034,306,Savings,GB77TBKW96679561649534,2020-05-01,87833
1035,637,Savings,GB83JISQ94639128821683,2020-06-25,17767
1036,547,Savings,GB26MVJW63837548736763,2021-10-05,30594
1037,203,Savings,GB98SXLK36518776865078,2020-07-16,35764
1038,187,Checking,GB96KJOD79585226489648,2021-02-17,97961
1039,507,Checking,GB05VVGH38394960205855,2022-04-12,71650
1040,45,Checking,GB31MKNF90688599918445,2021-02-16,44876
1041,77,Credit Card,GB93FVRC63351679564640,2020-09-21,57299
1042,872,Checking,GB85LPQU05318682823233,2021-01-28,33660
1043,247,Savings,GB81WOYU36412606180268,2022-07-29,86646
1044,661,Checking,GB06MEVD87743990853218,2023-12-03,76513
1045,795,Credit Card,GB16OGQI49232354779789,2020-03-19,5376
1046,566,Credit Card,GB17NHFP14439493989275,2022-09-09,23898
1047,281,Checking,GB52COIS20738645120504,2019-12-03,13683
1048,998,Savings,GB05PLYO60887470044797,2024-07-12,3995
1049,571,Credit Card,GB87JDZR38378968697073,2019-11-10,86285
1050,647,Savings,GB48GIYJ55385534307279,2023-04-01,2923
1051,49,Checking,GB16VPSS95998823397316,2023-12-09,41054
1052,21,Checking,GB09TCLF14872705217776,2021-12-11,54821
1053,958,Credit Card,GB24MTVB79361907041048,2023-04-04,26189
1054,724,Credit Card,GB69PHOJ02108375490736,2024-03-29,33935
1055,919,Credit Card,GB89FYZZ65276981012371,2024-06-09,85892
1056,804,Checking,GB15JGBP28366387872461,2021-05-17,70102
1057,732,Savings,GB15ATZO78262174995847,2022-09-27,50752
1058,669,Credit Card,GB83NJIQ81147471783285,2021-09-04,90961
1059,903,Checking,GB52MPGB76668020792691,2022-10-24,75385
1060,235,Checking,GB96TYMG41605170426236,2023-05-13,46285
1061,529,Credit Card,GB19TSXY76691212240001,2023-07-06,7437
1062,933,Savings,GB38CUTJ04677576750016,2022-08-13,27706
1063,797,Checking,GB27VEWV18459648058222,2019-10-20,60301
1064,15,Credit Card,GB95SJTS13207573588656,2020-11-05,71448
1065,880,Checking,GB92VZTO26582577563295,2024-01-21,75075
1066,166,Credit Card,GB03DQTE66847675765831,2020-05-02,53561
1067,706,Checking,GB52HJOM01143125373612,2021-10-31,61715
1068,37,Checking,GB47VIBI49260230103450,2024-07-07,91711
1069,518,Credit Card,GB98MHBA46859011863459,2020-12-25,66873
1070,290,Credit Card,GB34GDPA91391039049160,2020-05-13,22636
1071,520,Credit Card,GB82RGNN34184756858489,2019-11-29,41363
1072,280,Credit Card,GB47QYSG41705521525347,2023-10-03,53215
1073,371,Credit Card,GB86MZUF53563950671361,2021-09-21,64811
1074,261,Checking,GB95SCNO54103038502198,2024-06-14,83817
1075,614,Savings,GB47GFMY29293999524038,2022-01-18,93021
1076,835,Savings,GB46DBMS36932383205710,2023-12-30,40199
1077,962,Checking,GB52RFZI80833463709197,2022-01-28,3314
1078,16,Checking,GB87MUGD42926716688822,2021-01-14,91091
1079,929,Checking,GB42BOLX16732591740834,2020-11-13,82258
1080,413,Credit Card,GB13KGTN24288372688140,2020-11-06,45224
1081,476,Savings,GB38ICXT05496696871509,2022-05-17,7918
1082,984,Savings,GB37AUBX96479308994274,2022-08-05,56228
1083,726,Credit Card,GB06UXUM38851611514898,2023-07-26,27781
1084,64,Credit Card,GB71OUEC17826032733987,2020-08-14,91315
1085,684,Checking,GB67NUBO18214168353165,2024-07-06,78162
1086,4,Checking,GB87EATL85748004502398,2021-11-26,92318
1087,657,Credit Card,GB66GIKP54959116724670,2020-12-27,27744
1088,466,Checking,GB11FIVT85217093602086,2022-02-25,93058
1089,400,Checking,GB20ETEH02269789453990,2020-10-09,51557
1090,334,Checking,GB57KDKW49794823881135,2021-03-15,64079
1091,234,Savings,GB52YNUM70631736201438,2023-12-22,10084
1092,677,Savings,GB76NBLY88431331441667,2021-09-02,56392
1093,888,Credit Card,GB71PHFS65035848756217,2021-01-17,64565
1094,879,Savings,GB34KPSD51517062901642,2020-08-09,94442
1095,671,Checking,GB93OIBL79287852215488,2022-08-16,63847
1096,943,Checking,GB94ZNKH46530264405112,2022-10-06,56085
1097,594,Credit Card,GB73XYEV38490669460781,2022-10-03,3909
1098,593,Credit Card,GB31CWPJ55219257563782,2022-01-03,31743
1099,775,Savings,GB38PAEI59479862691442,2024-08-11,22072
1100,275,Savings,GB21UUMD51909724413583,2020-03-17,2787
1101,649,Savings,GB51QWIT03716738129462,2022-10-19,34491
1102,88,Checking,GB27ARUW15130314375358,2021-05-20,47055
1103,840,Credit Card,GB78HGXV25056435792758,2022-09-07,90779
1104,774,Credit Card,GB60OMLT06945452411042,2020-11-02,68700
1105,171,Checking,GB06MLIP20507000889026,2024-03-12,33390
1106,761,Savings,GB09LPVX26227474157739,2024-07-13,54862
1107,675,Credit Card,GB24GBPH56798391086531,2022-05-21,95425
1108,621,Checking,GB10WOCD29051242843068,2020-08-29,11211
1109,53,Checking,GB25HOMK61316234865100,2022-03-12,50652
1110,872,Credit Card,GB14KNSK63454959902121,2020-11-10,38473
1111,16,Checking,GB22HXBM23511459623846,2021-07-03,35282
1112,325,Savings,GB72ZBRU40950754979546,2022-08-20,20514
1113,168,Credit Card,GB09GAXI72098537759276,2020-11-12,98637
1114,561,Savings,GB52LVDO55126119997779,2023-04-15,17401
1115,86,Credit Card,GB30GJBM00006913090599,2021-09-29,33018
1116,553,Credit Card,GB47ARCK75830793676032,2019-12-04,61319
1117,204,Checking,GB23AKQU57389990001929,2022-09-10,62903
1118,233,Credit Card,GB67TFPZ95395864324397,2020-02-18,3911
1119,788,Credit Card,GB77BIJI89745582311784,2020-05-06,53443
1120,229,Checking,GB47NBYR48219030288951,2021-07-23,30953
1121,541,Savings,GB36DMMG86466854761402,2020-08-24,70903
1122,308,Savings,GB09WNMU66366190490319,2024-06-27,88467
1123,197,Checking,GB42LJFR75188716862244,2024-08-16,11832
1124,708,Credit Card,GB56GTKS35497061002327,2022-07-01,15716
1125,401,Credit Card,GB04NNGK11475132274522,2021-04-04,56533
1126,611,Credit Card,GB08VVNV18146171036413,2021-11-07,45782
1127,592,Credit Card,GB65STQG88655694295570,2021-10-23,61175
1128,575,Checking,GB27ZNOZ78442662251232,2021-01-03,10770
1129,265,Credit Card,GB35QSHV09682456470951,2020-08-02,9863
1130,899,Credit Card,GB35IIDT51365717398459,2020-07-26,33675
1131,27,Savings,GB98RLGW12606093169010,2020-10-25,42279
1132,638,Credit Card,GB54SAHW38042508001068,2024-06-12,51518
1133,882,Credit Card,GB41FZUS39851896623910,2024-09-04,89143
1134,564,Checking,GB71YVUR17381927264312,2022-08-11,70433
1135,129,Savings,GB09GDIE51387252225570,2020-07-14,15403
1136,364,Credit Card,GB94UAUN13133406822276,2024-05-29,38130
1137,477,Checking,GB08ENLE63017367405126,2022-09-07,57951
1138,767,Savings,GB84PNDM60803239369336,2020-01-19,46697
1139,792,Checking,GB35ULYY07747386950290,2023-09-22,40249
1140,672,Checking,GB14YUOH47840412606605,2022-12-05,81257
1141,890,Checking,GB54YJLZ49278992586067,2022-03-26,87951
1142,149,Savings,GB21DPAU44440492284606,2021-10-20,8230
1143,165,Checking,GB22RPUJ73229864431170,2023-06-22,56248
1144,901,Savings,GB21MORZ09141543827922,2021-06-03,95786
1145,264,Credit Card,GB12JPQB50113161751464,2023-01-13,80730
1146,700,Credit Card,GB10NXCE01290832215323,2024-05-28,52571
1147,652,Savings,GB27SLOQ59693762661251,2023-08-19,88946
1148,208,Checking,GB36IREU82349651808999,2020-07-14,31406
1149,56,Credit Card,GB87ZLZT45193380003953,2020-06-24,59956
1150,238,Savings,GB79BRZP65598328956535,2021-09-13,64837
1151,951,Credit Card,GB63CGEW35080788705974,2024-06-15,48194
1152,211,Checking,GB63YAWI26067688362218,2021-08-12,98630
1153,107,Checking,GB59XCLS88973279274001,2019-11-13,48408
1154,609,Credit Card,GB33GBZI92686622337256,2022-05-25,74188
1155,717,Savings,GB25PUBR50306139524465,2020-10-18,85625
1156,906,Savings,GB43IUFG09153938723872,2020-10-15,45079
1157,733,Checking,GB87YTTM66179396549064,2024-02-06,63625
1158,179,Credit Card,GB48HUTQ47403106983520,2021-06-14,72401
1159,631,Checking,GB40VBOD75963353594085,2022-10-20,58920
1160,95,Savings,GB12EGTP52937963996618,2023-04-08,60141
1161,183,Credit Card,GB51AGCM04113276436741,2020-03-20,39484
1162,989,Savings,GB23UAYU91716827649524,2021-08-20,89230
1163,508,Checking,GB45RPEV98378656788245,2024-06-01,96844
1164,315,Credit Card,GB97YRDI75856465221422,2022-02-15,14576
1165,716,Credit Card,GB85HKHA78807214816396,2020-07-28,32342
1166,279,Checking,GB89SASE20655166033458,2024-04-01,21399
1167,797,Savings,GB05LAWY20561791289863,2023-08-08,71109
1168,615,Savings,GB39UWOL42886837314490,2020-06-22,83606
1169,190,Credit Card,GB35NKUZ35957150103659,2023-09-12,78514
1170,578,Checking,GB50BPLD46827539794401,2021-01-15,17136
1171,290,Checking,GB91YHGR32154282913674,2022-03-14,4646
1172,73,Checking,GB94GFKA20105220706305,2021-12-05,8309
1173,262,Credit Card,GB24HGQE93775708644709,2021-07-12,13417
1174,438,Checking,GB43DLDF01626209122772,2019-11-19,33488
1175,239,Savings,GB82RUUR39456809192858,2021-01-17,58928
1176,171,Credit Card,GB22HBYH73757705828588,2023-08-08,52218
1177,787,Savings,GB96SMDK30992496924196,2019-11-03,3749
1178,510,Savings,GB30LEWZ57565381741766,2023-05-09,16057
1179,809,Credit Card,GB31PTHY02261039026030,2023-02-05,30332
1180,955,Checking,GB21PWBG39463403669972,2020-08-02,12204
1181,430,Credit Card,GB32VALB00434090580670,2020-03-20,73471
1182,242,Savings,GB69JIQT85250958352901,2022-05-16,31860
1183,45,Savings,GB84KHZO73183587484753,2023-06-06,70020
1184,902,Checking,GB32KQWX96863727092021,2022-11-26,13463
1185,262,Credit Card,GB56UGLA89845233404576,2024-08-07,22359
1186,862,Savings,GB85IIUX79160014272434,2021-05-18,61224
1187,379,Checking,GB28LYJO84496776742315,2022-06-16,66248
1188,492,Savings,GB60LMAS45547589227722,2024-03-01,57246
1189,797,Credit Card,GB34AEVQ29168875571063,2021-02-21,73429
1190,318,Checking,GB58HNSN42197889527201,2019-11-15,48581
1191,147,Checking,GB59YHOG79949816660922,2023-08-21,25753
1192,196,Checking,GB70SXCH57384841779489,2023-10-18,60114
1193,448,Checking,GB10TSJW01572329553167,2020-07-14,47404
1194,688,Savings,GB87WRBF56768643187605,2020-03-07,55463
1195,80,Checking,GB24TCGS93590584688431,2024-09-05,82148
1196,497,Credit Card,GB53EDSU41420003498926,2020-03-02,7015
1197,546,Credit Card,GB13SOYY76187205481871,2020-09-25,33542
1198,821,Credit Card,GB40EEPR22820398728398,2024-09-03,97167
1199,750,Checking,GB29HWRC21472739559498,2020-03-15,79144
1200,203,Credit Card,GB22XZUW21612633884360,2021-05-26,73504
1201,857,Savings,GB39YOUH19387373158960,2023-03-09,35231
1202,255,Savings,GB10XRWC40351802314472,2022-07-04,86580
1203,391,Credit Card,GB28TDVW70579296533856,2021-03-18,87854
1204,918,Checking,GB54BWOI74808533946796,2022-08-16,46525
1205,984,Checking,GB52PMQK24283441434155,2023-10-02,9640
1206,548,Checking,GB23EXCL96914906906763,2021-11-21,19839
1207,390,Checking,GB97OZGM70966360345614,2023-12-11,20948
1208,836,Savings,GB62ABCJ20871349959370,2021-12-04,71686
1209,738,Checking,GB15LDDS69314438247318,2024-02-29,4636
1210,56,Checking,GB18JANV86107916472495,2020-01-13,21922
1211,369,Savings,GB79SZAC55066862787555,2023-11-04,98409
1212,321,Credit Card,GB42XCYS98971577475804,2024-08-10,4186
1213,799,Credit Card,GB87GVQK65469652851348,2023-08-15,65443
1214,44,Savings,GB79HRAQ61079122142146,2023-11-26,65967
1215,289,Checking,GB70QMQN91339417490394,2022-09-09,26156
1216,135,Checking,GB34WYCH41868373940569,2021-03-27,95092
1217,280,Savings,GB34QGEU21836506840092,2024-09-01,11171
1218,351,Credit Card,GB57YAOM78400305232347,2021-08-19,54259
1219,791,Savings,GB67ESBU05723926144967,2021-02-11,40500
1220,324,Credit Card,GB17OBSD11861133472540,2020-10-05,51287
1221,112,Credit Card,GB55YHVT83433688149111,2023-09-03,13266
1222,379,Credit Card,GB65ITJA29009546835794,2024-03-10,31121
1223,923,Checking,GB19RQGR13770820516604,2023-04-14,28208
1224,178,Savings,GB65XVGZ57167032222695,2024-06-15,7049
1225,89,Credit Card,GB48TVMD78141075348957,2020-07-17,99740
1226,568,Savings,GB89ZHVA61221718211542,2020-09-14,24430
1227,407,Checking,GB74GQMO11817669394138,2021-03-19,82660
1228,357,Checking,GB80BKVC08900510500030,2019-12-18,62880
1229,536,Credit Card,GB51XPVO51969601138705,2022-05-27,49480
1230,86,Credit Card,GB50WOWI96412014716430,2019-10-08,17191
1231,947,Savings,GB67JPFW83939793697037,2023-03-01,58698
1232,484,Savings,GB78RTYQ98407597344898,2023-09-19,19722
1233,118,Checking,GB29GCKH88728754591256,2022-10-27,80522
1234,237,Checking,GB75EVHY72774343664364,2021-11-21,82974
1235,41,Checking,GB81IDBR35688848259457,2023-01-27,67665
1236,970,Credit Card,GB43LVUP48963333996510,2022-08-13,2726
1237,496,Credit Card,GB09RJNU39374590555170,2020-04-11,78755
1238,829,Credit Card,GB65QUCI92833858504250,2021-04-19,18953
1239,37,Credit Card,GB76ZMXK52199718128940,2020-03-08,65094
1240,48,Checking,GB76LEHZ84010672980451,2019-11-03,26913
1241,517,Checking,GB93NXCE83198805894817,2021-11-13,88004
1242,636,Savings,GB80TCQY73256344639361,2019-12-28,46194
1243,230,Checking,GB41ROJN07019467849761,2023-09-15,87034
1244,543,Credit Card,GB51UIWG02419966499046,2023-01-30,20234
1245,563,Credit Card,GB67BESH43346744786094,2020-12-17,80445
1246,321,Credit Card,GB97ELQI47287685509598,2021-10-02,68169
1247,667,Savings,GB91ZKEV43575255484533,2021-08-24,87696
1248,285,Credit Card,GB30LBIH65587396600488,2024-08-20,21792
1249,893,Savings,GB70ZXYC10374177191083,2020-05-09,54896
1250,939,Checking,GB23IGWD37121486055147,2021-01-07,58788
1251,289,Savings,GB78ODIA40961382388593,2022-11-16,74127
1252,766,Credit Card,GB09FWOR22560437339952,2020-03-15,13362
1253,839,Checking,GB93CYTC59556091253959,2023-05-05,56153
1254,289,Credit Card,GB85TCBE26277438793328,2023-01-24,30956
1255,332,Checking,GB89ONPO92160017531301,2021-09-03,56949
1256,414,Checking,GB38MJQG72332997818189,2024-03-26,9211
1257,637,Checking,GB80FUKN19627593393306,2022-05-28,7211
1258,599,Savings,GB97LVVX16460591110993,2023-04-03,73327
1259,27,Checking,GB57CCIX38361222382497,2021-11-21,50088
1260,222,Savings,GB73LNCS96644509966122,2020-06-08,72896
1261,219,Credit Card,GB75GMKU66690147739259,2020-01-31,21449
1262,755,Savings,GB86SNAT14030508589453,2024-01-27,46010
1263,460,Savings,GB49ACFH00566598283724,2024-06-04,40551
1264,458,Savings,GB24SQQY75269872709273,2021-07-04,67357
1265,8,Credit Card,GB85MDKF54999870624965,2024-08-26,33331
1266,80,Checking,GB87JWSS24574810786021,2022-09-30,47181
1267,202,Checking,GB65HXAN23678742906776,2023-04-12,46603
1268,726,Checking,GB35XPBN02945632626163,2020-11-09,56655
1269,376,Savings,GB28KBUI87850974942364,2020-05-19,26735
1270,710,Savings,GB23AFDF22545587208794,2022-11-26,4119
1271,375,Credit Card,GB71MRDV82146362722687,2022-01-23,25495
1272,375,Checking,GB96VBKE19842621641547,2021-08-04,32461
1273,831,Savings,GB14ARYE26267058868628,2021-08-02,27407
1274,874,Credit Card,GB81NKXK20060631499419,2024-03-09,96595
1275,388,Checking,GB13LYUU69431008197540,2022-05-08,57083
1276,732,Credit Card,GB68HBBR34895663102652,2021-08-10,12961
1277,763,Savings,GB29WOGY21510030419827,2024-05-20,12558
1278,36,Checking,GB63RQWB71268740769258,2023-04-21,62630
1279,951,Savings,GB53GDIG18836368022169,2022-02-20,67586
1280,215,Credit Card,GB57KGIZ51242970109056,2023-08-29,48989
1281,263,Checking,GB45XWYD41950245334809,2020-11-11,72632
1282,608,Credit Card,GB75LTLP26444417698383,2021-06-18,43510
1283,928,Checking,GB38LPFF97221140467087,2020-04-29,19074
1284,355,Credit Card,GB04EWVI07928028998748,2020-11-05,29048
1285,345,Checking,GB10CXSS77669273894903,2024-02-18,97066
1286,141,Savings,GB27BHMZ01172179493792,2020-07-27,67088
1287,570,Checking,GB53POIT66270851884134,2024-03-04,4663
1288,699,Savings,GB88IMRO37247668408401,2022-01-29,63343
1289,333,Savings,GB89DMFD47209123200348,2023-02-08,98019
1290,140,Checking,GB79HSKX70955010307080,2022-12-01,13699
1291,793,Credit Card,GB08XVOY17787040936526,2024-02-21,43791
1292,84,Savings,GB41HKQX29096123899103,2021-11-14,91614
1293,92,Credit Card,GB90RZAY00831154864182,2020-07-21,13149
1294,409,Savings,GB45DYHN65242186516862,2021-08-09,91303
1295,403,Checking,GB06PZAE38834680052289,2023-05-15,23360
1296,195,Savings,GB04VBDT68432814680646,2022-03-17,74548
1297,248,Checking,GB78WNVW03241286193103,2023-10-25,85956
1298,512,Savings,GB40JCRU65200702812467,2022-10-10,93658
1299,74,Checking,GB57EGYE37077794875531,2022-03-01,63614
1300,907,Savings,GB38IVRH75134058972617,2019-12-13,74823
1301,647,Credit Card,GB10CVGA13720212615294,2022-04-13,18520
1302,82,Savings,GB16URBQ24064225480184,2019-11-22,18199
1303,854,Savings,GB48ZBWZ11070000555055,2023-03-21,2062
1304,381,Credit Card,GB56TIVZ51550150955047,2023-07-22,60120
1305,733,Credit Card,GB96KDUX47861743943471,2019-11-24,89358
1306,189,Checking,GB70TWLX55149107974399,2021-01-22,5660
1307,279,Checking,GB47EVRA47449396173056,2022-09-02,97544
1308,515,Savings,GB07VVLZ52365761356102,2020-04-01,69021
