credit_card_id,customer_id,card_number,card_type,expiration_date,credit_limit
1240,602,377408008300584,Mastercard,03/31,44584
1241,235,4035623606559413920,Visa,03/32,13835
1242,961,2342028645723846,American Express,07/31,14309
1243,612,4395876150143772,Mastercard,03/32,47740
1244,418,4632426707914987,American Express,09/32,38067
1245,548,3569584138198528,Mastercard,05/26,34761
1246,732,4935180646113836071,Mastercard,05/25,45102
1247,852,6011069395668477,Visa,07/34,9174
1248,263,2254676390475131,Visa,03/30,21184
1249,844,060464811342,American Express,07/34,25284
1250,537,4440929720840719,Mastercard,09/30,12031
1251,78,4402341747475641039,Mastercard,02/29,30994
1252,26,213130476738800,Visa,03/27,19970
1253,247,4734104882223709,Visa,01/33,17814
1254,562,6011491035152367,Visa,04/26,40389
1255,977,676377032732,American Express,03/32,17591
1256,753,347010483889953,American Express,09/26,23186
1257,236,582080813220,Visa,12/31,47644
1258,119,180091198900954,Visa,05/30,45033
1259,699,4756685638426243,Mastercard,12/30,30877
1260,344,6579206614623024,Visa,12/25,16263
1261,58,675907281207,Visa,05/26,5687
1262,994,340344920246635,Visa,11/25,24009
1263,739,4294261979772,Mastercard,10/29,43374
1264,104,3531144083619732,American Express,04/26,49258
1265,337,639018680897,Mastercard,01/28,45857
1266,201,3506109324597725,American Express,09/32,19304
1267,942,639089382704,Visa,05/32,31160
1268,985,3599203522441428,Mastercard,06/27,38975
1269,786,6520031705446311,American Express,04/32,14329
1270,738,4341440354401737,American Express,07/30,14278
1271,144,3511221262248634,American Express,08/34,6382
1272,840,4014662322374599,Visa,09/34,23509
1273,747,213176648206333,Visa,08/32,16437
1274,428,30042616506685,American Express,10/25,18729
1275,381,4727126368964687,American Express,12/32,27718
1276,296,4149354128002592170,Mastercard,05/29,19670
1277,54,213159011035794,American Express,11/33,18711
1278,742,4552383705212685058,American Express,10/30,12595
1279,97,30183596253490,Mastercard,10/25,11980
1280,848,639071799162,Mastercard,07/31,13925
1281,374,4352461531501384355,Mastercard,09/28,10172
1282,432,630441113408,American Express,07/28,48307
1283,406,4063720396312218006,Mastercard,06/25,19905
1284,549,4566675154602202,Mastercard,12/31,16183
1285,240,4058912985081842,Visa,08/34,17466
1286,371,4937059977509468,Mastercard,12/32,21523
1287,563,3599014426091031,American Express,05/28,10337
1288,581,6011079203311236,Visa,06/32,10589
1289,393,30245420577368,Mastercard,08/30,19111
1290,811,38541552225376,American Express,02/30,33723
1291,795,4576589138439847,Visa,09/26,29954
1292,653,6011672952418986,Visa,08/30,12637
1293,469,180068972047681,Visa,07/28,35525
1294,489,587218204879,American Express,03/31,48518
1295,678,3578081642934547,Visa,08/32,23264
1296,239,4218684177115061,Visa,03/30,44004
1297,927,213186163449044,American Express,04/34,14287
1298,233,6548710145501391,Visa,11/29,49898
1299,240,2376573085205712,Mastercard,09/33,42327
1300,293,3551120285163997,Visa,12/33,37634
1301,962,348762177438476,Mastercard,02/32,28469
1302,677,3567229986138612,Visa,10/32,11131
1303,242,6011638913709664,American Express,04/34,14638
1304,687,341873279023582,American Express,07/26,12663
1305,598,676156054949,Visa,01/26,11424
1306,370,3599398876661447,Mastercard,08/32,29606
1307,307,4703047226290,Mastercard,06/34,44587
1308,114,6563458695095451,Visa,01/31,40281
1309,294,3509192810822820,Mastercard,11/33,20929
1310,152,2716315142046617,Visa,04/26,29042
1311,706,4674996412384519,American Express,04/25,39349
1312,941,6552711810952748,Mastercard,09/34,31649
1313,748,583860116529,Mastercard,06/32,9799
1314,888,5468541422061249,Visa,07/30,5896
1315,233,4394499496464,American Express,08/29,11372
1316,189,2709729526312107,Visa,11/29,9876
1317,990,4449882330000276,American Express,10/27,28191
1318,137,565227688704,Mastercard,12/24,38917
1319,962,371045068922034,American Express,07/27,7267
1320,821,213139639369163,Visa,02/25,41608
1321,548,584810953540,American Express,11/24,22747
1322,139,3507924993725921,Visa,12/25,29178
1323,844,30337121196000,Mastercard,10/32,40408
1324,17,4132936987763640483,Mastercard,03/27,13070
1325,582,4359053030135267366,Mastercard,11/27,14483
1326,213,6521719315794067,American Express,03/33,7665
1327,702,371191484732332,Mastercard,11/27,10999
1328,924,4225511041482529,American Express,01/34,24306
1329,793,4870072832790917,American Express,12/24,42242
1330,406,4568235158437176,American Express,02/30,26824
1331,488,38833322884024,Visa,10/32,6960
1332,753,567113077737,American Express,11/30,47336
1333,336,6011123528758349,Mastercard,07/33,10176
1334,932,180064618629776,Mastercard,04/31,38895
1335,379,3509784143947702,Visa,01/34,13158
1336,496,180046929890395,American Express,03/28,44329
1337,778,376204157930243,Visa,03/27,10622
1338,995,3509608786564450,American Express,08/27,39495
1339,818,3574544624293400,American Express,02/28,18128
1340,978,180080247767415,Visa,07/34,16762
1341,986,503870112730,American Express,05/34,47602
1342,238,180015383094687,American Express,07/28,34013
1343,444,3569820426265821,Mastercard,07/26,32461
1344,700,3551111192407502,Visa,04/25,31676
1345,330,4174257865790859,Visa,11/24,29512
1346,542,6587925580327217,American Express,01/34,35804
1347,937,30342677850497,Mastercard,12/31,45265
1348,468,2588569610565467,Mastercard,10/26,37412
1349,692,4873173959612715,American Express,04/30,38334
1350,900,4370072425983726,American Express,04/26,20568
1351,491,4432356552568830,Mastercard,03/26,49506
1352,77,2265773687664837,Mastercard,11/33,26295
1353,861,4394055151334074364,Mastercard,02/25,17171
1354,908,30472067551593,Visa,01/32,26547
1355,439,180073528036832,Mastercard,10/29,17531
1356,683,630445355740,American Express,01/30,18096
1357,779,4173176742931,Mastercard,10/24,11130
1358,418,4203687174043522,American Express,03/27,11657
1359,100,4083121100806,Visa,05/26,21706
1360,169,377759478205509,Mastercard,10/27,27516
1361,404,180098311288530,American Express,06/26,35796
1362,143,4669098825845,Visa,12/30,15207
1363,453,4612276023517927312,Visa,08/25,9212
1364,502,4784003212391,American Express,01/30,45543
1365,924,4232133485135493870,Mastercard,01/29,34103
1366,30,3594483167878341,Visa,11/26,32275
1367,925,3526692321130331,American Express,11/27,25786
1368,24,4085748758949857,American Express,05/26,32823
1369,2,2720349554920138,American Express,10/28,15856
1370,652,6538889538895065,Mastercard,12/33,48881
1371,696,4884894005324,Mastercard,10/27,15489
1372,161,2594918808000641,Mastercard,10/31,43172
1373,621,4463067156352024,American Express,01/34,45493
1374,389,2295323496796869,Visa,12/28,23865
1375,546,3533590899924153,Mastercard,01/33,46883
1376,869,3553983360858494,Visa,11/33,5973
1377,582,3539290732667549,American Express,09/25,18542
1378,226,6011840794224439,Visa,12/29,13614
1379,627,4839047057121287,American Express,08/26,41024
1380,493,30308053932829,American Express,11/31,40051
1381,109,2249068167455298,Visa,07/26,46581
1382,948,3523115992812717,American Express,10/33,45770
1383,597,373294307184158,Visa,02/28,28238
1384,190,3501373275252368,Visa,01/33,18650
1385,291,180083323631075,Visa,11/30,34614
1386,29,180000028788539,Mastercard,02/31,17910
1387,25,4608917985339590275,Visa,03/28,43632
1388,172,3559200981035160,Visa,03/34,22910
1389,582,4996216632211595,Mastercard,06/28,13675
1390,498,4380444591383544,Mastercard,10/26,17337
1391,164,630415674385,American Express,04/33,39088
1392,915,377875779115633,American Express,08/33,17591
1393,852,213129541439980,American Express,03/28,36593
1394,609,6585361119031801,Mastercard,02/25,16533
1395,819,3569454876543584,Mastercard,04/32,25344
1396,777,3546143507198136,Mastercard,11/29,9803
1397,737,676160251127,American Express,09/32,29689
1398,508,213125686426113,Mastercard,10/29,19461
1399,567,3515941539093853,Mastercard,12/30,49719
1400,260,4947217392604243,Visa,02/31,7709
1401,944,503847720771,Mastercard,11/31,30037
1402,384,4994188451277290861,Visa,01/32,35060
1403,691,4952436218323224,Mastercard,03/26,7292
1404,144,2687353881304561,Visa,10/30,33832
1405,808,349396518466935,Visa,06/27,24345
1406,518,3565458786521055,American Express,01/34,12657
1407,894,5136767092254382,American Express,12/29,42750
1408,194,3572157314459124,Mastercard,11/28,9503
1409,283,6543760241773571,Mastercard,01/27,28747
1410,391,3517581492578553,American Express,11/27,40617
1411,738,213181400315132,Visa,09/34,47711
1412,144,4372945698388,Mastercard,08/31,43937
1413,302,4836865008534792,Visa,11/30,33570
1414,711,30430271496419,Mastercard,01/26,9726
1415,924,2720133480238082,Visa,03/30,47037
1416,157,38857788383296,Mastercard,02/25,24848
1417,571,2486044118163085,Mastercard,07/25,44587
1418,649,5365842585406757,Mastercard,12/27,19231
1419,860,4604946095925597975,Visa,01/32,24119
1420,558,639038208273,Mastercard,02/32,23678
1421,764,30571369380906,American Express,11/31,13962
1422,548,3528684930357924,American Express,05/29,30346
1423,510,4204194939501174,Visa,01/29,11445
1424,448,3502132173142603,Visa,11/30,42541
1425,981,2236907741173197,Visa,04/31,35044
1426,496,3503794572309072,Mastercard,12/31,43452
1427,761,2720098492086524,American Express,07/31,25928
1428,531,5342220227225950,Visa,06/26,19802
1429,855,4898617740649452,Visa,04/30,43147
1430,841,30493625930913,Mastercard,12/32,45233
1431,636,36192900062525,American Express,11/25,38131
1432,478,213128813278647,Mastercard,03/26,45497
1433,917,2239967104598601,Visa,12/33,37129
1434,778,180084782990176,Visa,06/29,11346
1435,468,4017436829679376422,Mastercard,11/32,33590
1436,903,4809118662126262,Mastercard,03/32,10009
1437,534,3504960218333409,American Express,02/29,12282
1438,382,676140263556,American Express,10/24,41531
1439,169,501854605802,Visa,03/30,10678
1440,77,3537194234272554,Mastercard,07/31,45143
1441,364,6011340259022865,Mastercard,07/32,7892
1442,113,4441743043567928,American Express,12/28,31614
1443,121,501813089296,Mastercard,01/31,17974
1444,422,4949840555663405,American Express,02/26,30609
1445,590,3557137383220424,American Express,08/26,16936
1446,586,3552161567961269,Mastercard,08/26,14856
1447,39,378601189044836,American Express,03/29,29116
1448,19,3511569890908940,American Express,11/28,6631
1449,714,371725075301948,Visa,09/25,43461
1450,847,5559227523358540,Mastercard,06/34,38491
1451,461,379164038255409,Mastercard,07/25,41916
1452,111,4738336340660472628,American Express,06/31,30943
1453,994,342467328491046,Visa,08/30,14556
1454,912,5592597633723778,Mastercard,04/34,31416
1455,829,6544459541606297,Visa,10/30,36026
1456,322,349087112475600,American Express,12/24,25396
1457,6,4140980554317558,Visa,02/26,41950
1458,346,3530078423579332,Visa,09/29,19536
1459,545,377540561859364,Visa,06/33,46960
1460,424,3503352849476099,Visa,12/32,21830
1461,175,676156307685,Visa,08/27,5873
1462,932,348199485074182,American Express,06/27,13630
1463,435,345927243348495,Mastercard,05/33,25611
1464,897,4204143743123766,Visa,03/31,25532
1465,82,4578748209419850,Mastercard,10/31,45963
1466,977,3589648978826401,Mastercard,12/32,14560
1467,132,376955885206442,American Express,09/33,10622
1468,981,6011010447297329,American Express,11/28,12647
1469,381,4185620981405370,Mastercard,03/26,13018
1470,770,585547712588,American Express,08/34,18663
1471,358,4254422929930809,Mastercard,04/28,34417
1472,560,4110066554938449,American Express,05/29,17234
1473,364,4848819742567608035,Mastercard,01/25,29516
1474,105,3539152495385703,Visa,05/25,6813
1475,691,4833055925820499,Mastercard,10/27,31282
1476,892,4686189781809546849,Mastercard,09/27,23971
1477,923,3598705669697472,American Express,07/29,16758
1478,353,3598292759657344,Mastercard,05/30,30341
1479,856,4569059087779813283,American Express,05/26,41550
1480,535,30568435218847,Visa,01/33,45002
1481,872,4914022881870479289,Mastercard,04/26,33665
1482,844,2254154150316630,Visa,01/29,7270
1483,917,6011007907376361,Visa,01/29,14863
1484,787,2281904153534820,Visa,08/30,6238
1485,715,4368216986648350,American Express,11/24,27499
1486,815,4461760693637228,Mastercard,04/32,41147
1487,856,38961222906223,Visa,01/33,36865
1488,700,4266343263161619,Mastercard,09/26,17798
1489,886,3595590582577545,American Express,01/27,17947
1490,856,6518310525230434,Visa,05/26,11965
1491,753,4279037846049372773,American Express,09/27,16778
1492,100,3594632056219682,Visa,12/30,13412
1493,710,4334526045555516,Mastercard,02/33,12322
1494,773,30273459560246,American Express,01/29,13077
1495,782,3588101953827128,American Express,10/24,38609
1496,70,3526586438626175,Mastercard,01/34,31952
1497,335,5186719749471595,Visa,02/31,33081
1498,838,2232912868593015,Mastercard,07/32,20974
1499,850,4821767576339694,American Express,09/33,24639
